Season,Slot,TeamAID,TeamBID,TeamA_seed_num,TeamB_seed_num,seed_gap,delta_kp_adjem,delta_kp_adjoe,delta_kp_rankadjde,delta_kp_rankoe,delta_lms_residual_std,delta_rs_ast_to_ratio,delta_rs_drb,delta_rs_fgm,delta_rs_ft_pct,delta_rs_ft_rate,delta_rs_opp_blk,delta_rs_opp_ft_pct,delta_rs_pf,delta_rs_win_pct,delta_tourney_seed_num
2026,R1W1,1181,1373,1.0,16.0,15.0,41.0,20.900000000000006,-173,-139,3.712973717316247,0.15733672603901594,4.954393770856502,3.1824249165739715,-0.032675497399045406,0.04556058292544429,-1.2347052280311455,-0.011401722455559815,1.6596218020022242,0.28587319243604015,-15.0
2026,R1W2,1163,1202,2.0,15.0,13.0,29.799999999999997,14.5,-170,-58,2.1662486200085063,0.513323018738181,-1.6380952380952394,1.8833333333333329,0.02190842035023166,-0.0035158470722000956,0.480952380952381,0.019577769758210017,2.7785714285714302,0.3285714285714286,-13.0
2026,R1W3,1277,1295,3.0,14.0,11.0,23.200000000000003,11.299999999999997,-111,-25,0.2950926540471137,0.3263531221884659,3.5972906403940925,-0.9421182266009858,0.03361621876473353,0.05303207318719372,-1.2684729064039408,-0.0019104084321476256,0.8891625615763541,0.07758620689655171,-11.0
2026,R1W4,1242,1465,4.0,13.0,9.0,18.4,10.399999999999991,-40,-66,0.5704738590400602,0.6037112493805405,2.931034482758619,1.9310344827586228,0.05076436127545103,-0.04042086743775297,-1.137931034482759,-0.053586785884922605,-4.344827586206897,0.0,-9.0
2026,R1W5,1385,1320,5.0,12.0,7.0,14.099999999999998,10.099999999999994,-12,-114,3.9145853231996934,-0.041742986599826226,1.3632183908045974,2.4678160919540275,0.03253562952746625,0.17805469734768253,0.325287356321839,0.011845493562231746,2.451724137931036,0.19310344827586212,-7.0
2026,R1W6,1257,1378,6.0,11.0,5.0,9.100000000000001,6.799999999999997,-15,-19,4.994175072107932,0.14588508031130987,1.5135467980295552,0.39285714285714235,0.030009338962065146,-0.08702280465508372,-2.1761083743842358,0.011011051164283359,-1.3435960591133025,-0.024630541871921152,-5.0
2026,R1W7,1417,1416,7.0,10.0,3.0,6.500000000000002,3.200000000000003,-48,-34,2.1489099259861675,0.32185387833923373,-2.199507389162566,-2.4778325123152705,0.01437703413168645,0.041207764499641475,-0.7857142857142856,0.01538856672504807,0.20566502463054448,-0.059113300492610876,-3.0
2026,R1W8,1326,1395,8.0,9.0,1.0,4.599999999999998,8.899999999999991,32,-90,0.9102189797753795,0.15646503921647237,0.24137931034482207,0.6206896551724128,0.06624119003540219,-0.017884498480243205,-0.9655172413793096,0.02998098635392299,1.448275862068968,-0.03448275862068961,-1.0
2026,R1X2,1222,1225,2.0,15.0,13.0,32.0,16.10000000000001,-131,-99,0.4333637241732635,0.7223025919228454,-1.841634738186464,2.0472541507024253,0.04177521048061328,-0.06977556109725697,-0.2962962962962967,-0.07312277926970567,-0.6819923371647505,0.3461047254150703,-13.0
2026,R1X3,1228,1335,3.0,14.0,11.0,30.6,23.799999999999983,-83,-198,4.585416390301516,0.4123435014179979,3.1572413793103458,2.7917241379310376,0.10530813495966962,-0.03411178407086085,-2.179310344827586,0.05395715867253681,-3.838620689655171,0.19862068965517232,-11.0
2026,R1X4,1304,1407,4.0,13.0,9.0,24.400000000000002,7.799999999999997,-159,-28,-1.588136613833706,0.6144989878542506,1.6551724137931103,1.2413793103448256,0.03250457810959295,-0.08716624622842167,0.2758620689655178,0.023427396624332686,-2.206896551724137,0.2413793103448275,-9.0
2026,R1X5,1435,1270,5.0,12.0,7.0,15.0,12.5,-18,-55,1.3473959418530743,0.7503134796238247,3.5061576354679787,2.801724137931039,0.03923240938166317,-0.007953191547636962,-1.9679802955665018,0.033532353757627864,0.2672413793103452,-0.06280788177339902,-7.0
2026,R1X6,1314,1433,6.0,11.0,5.0,3.6999999999999993,1.5,-23,14,-0.19660629584269884,0.4986752761651052,2.0,1.2413793103448256,-0.056130619221027245,-0.064054737846649,-0.2758620689655169,-0.016396511348051424,-3.068965517241379,0.034482758620689724,-5.0
2026,R1X7,1388,1401,7.0,10.0,3.0,4.400000000000002,0.5999999999999943,-22,7,-0.34729345462321426,-0.3206362975341559,2.547126436781614,-3.2597701149425298,0.06316655694535878,-0.009634516118116387,-0.12758620689655142,-0.02360312178255053,-3.9482758620689644,0.21149425287356327,-3.0
2026,R1X8,1155,1234,8.0,9.0,1.0,-3.1999999999999993,-5.200000000000003,-10,64,-5.8286414824826025,-0.2896593428744205,4.482758620689655,-1.034482758620694,-0.0499338594848473,0.029928281289667458,0.5517241379310347,0.015481849046748541,-1.4482758620689644,0.03448275862068961,-1.0
2026,R1Y2,1235,1398,2.0,15.0,13.0,34.199999999999996,14.700000000000003,-208,-113,0.1505899752852411,0.6701769944204263,0.5862068965517189,1.9118773946360186,-0.08844039983433505,0.008071816847747382,-1.2375478927203067,-0.019175046261099116,-3.0268199233716473,0.16091954022988508,-13.0
2026,R1Y3,1438,1460,3.0,14.0,11.0,24.599999999999998,10.400000000000006,-177,-34,0.06742707962655636,0.39974518235387846,3.6551724137931103,0.137931034482758,-0.02668093645484937,-0.031806150524152865,-0.5517241379310347,0.012622912197601921,0.5862068965517224,0.2413793103448275,-11.0
2026,R1Y4,1104,1220,4.0,13.0,9.0,16.2,14.400000000000006,-28,-76,3.7243020741124333,0.4976842855292132,3.3140394088669964,4.77586206896552,0.0063254341670346825,0.04953754980047703,-0.6268472906403941,-0.023696397110987366,1.1884236453201993,0.11576354679802947,-9.0
2026,R1Y5,1403,1103,5.0,12.0,7.0,12.399999999999999,6.200000000000003,-80,33,0.4763781116664543,-0.02940115440115476,-0.1264367816091898,-2.3384418901660275,-0.06251205637462354,-0.016124495552409746,-1.680715197956577,-0.0335127201565556,-0.14176245210727956,-0.056194125159642394,-7.0
2026,R1Y7,1246,1365,7.0,10.0,3.0,2.1000000000000014,-3.0999999999999943,-55,26,4.051287906116293,0.21183455891102065,2.7954022988505756,-2.225287356321836,-0.022939566919847,0.1082248581743166,-0.28045977011494205,0.009263436260402935,-2.0390804597701155,-0.1114942528735633,-3.0
2026,R1Y8,1208,1387,8.0,9.0,1.0,2.1999999999999993,5.200000000000003,38,-2,2.815566768928033,-0.14548134839742488,-4.21551724137931,0.1798029556650249,0.013411757335383134,0.0235637051409483,-0.3288177339901477,-0.023461130378323758,-1.5800492610837438,-0.20320197044334976,-1.0
2026,R1Z1,1112,1254,1.0,16.0,15.0,41.7,22.10000000000001,-183,-158,-1.0574088305754081,0.516719094793183,6.515016685205779,3.352614015572861,0.07013025954898622,0.0916197991077709,-1.1846496106785311,0.022714587097811823,-1.4727474972191317,0.25361512791991114,-15.0
2026,R1Z2,1345,1474,2.0,15.0,13.0,32.6,15.799999999999997,-286,-22,-1.945340982199209,0.7557451649601818,1.820689655172412,1.0701149425287362,-0.015986996106746254,-0.08248970759669527,-1.1229885057471263,-0.028521825396825462,-4.932183908045975,0.19195402298850572,-13.0
2026,R1Z3,1211,1244,3.0,14.0,11.0,27.6,11.400000000000006,-185,-111,7.47768300748972,0.66923239884189,2.073200992555833,6.1712158808933,0.00033972962208006496,-0.1279111409119828,-1.5769230769230766,-0.03778809134539307,-3.8002481389578158,0.3263027295285359,-11.0
2026,R1Z4,1116,1218,4.0,13.0,9.0,20.200000000000003,20.60000000000001,5,-174,-1.3292582565226336,0.8493010752688175,-3.4787798408488086,5.710875331564985,0.014924341559614307,-0.06660350652908409,-0.6989389920424403,0.024691358024691246,-1.1883289124668472,-0.006631299734747964,-9.0
2026,R1Z5,1458,1219,5.0,12.0,7.0,14.9,8.299999999999997,-110,18,0.2958104085232751,0.13817565343340554,2.1120689655172384,-1.2463054187192135,0.033820505287896596,-0.10088103844166402,-1.1330049261083737,0.023621727110099244,-1.190886699507388,-0.16748768472906395,-7.0
2026,R1Z7,1274,1281,7.0,10.0,3.0,5.299999999999999,1.9000000000000057,-40,-20,-6.413604624456516,0.1877784434398999,1.5517241379310356,2.3793103448275836,-0.012834304978473488,-0.055153030307222795,0.6896551724137927,-0.06648218609477685,-1.8965517241379306,0.10344827586206895,-3.0
2026,R1Z8,1437,1429,8.0,9.0,1.0,-0.6999999999999993,-1.6999999999999886,-10,42,-1.9155011939417683,-0.09486346986346983,-0.11083743842364768,-1.9359605911330036,-0.014704498400150645,-0.05967168091879399,-0.3509852216748772,-0.027410105916481076,-2.8596059113300463,-0.06280788177339902,-1.0
2026,X16,1250,1341,16.0,16.0,0.0,0.29999999999999893,1.5,25,-27,-2.5600590154211655,0.25192648226170844,0.3554376657824889,0.33554376657824747,-0.02712090658638422,-0.12286040198946302,-2.36737400530504,0.0036807359418472574,-3.8315649867374013,0.10212201591511944,0.0
2026,Y11,1275,1374,11.0,11.0,0.0,-9.8,-6.1000000000000085,65,-20,-2.182835799073093,-0.14429105550762156,0.8090185676392601,-1.330238726790455,0.010364145658263269,0.07391716852952068,-0.15915119363395203,0.008569522720466072,-0.480106100795755,0.3448275862068966,0.0
2026,Y16,1224,1420,16.0,16.0,0.0,-1.5000000000000002,-5.1000000000000085,-75,88,0.209407382448493,-0.12100456621004563,-3.112307692307695,-1.1523076923076943,-0.015105428674537236,0.08714339931724752,2.5707692307692307,0.009223780549733607,5.543076923076924,-0.09230769230769231,0.0
2026,Z11,1301,1400,11.0,11.0,0.0,0.5,-0.9000000000000057,-26,4,8.155839250685874,0.5218747215539516,-0.37315270935960854,1.0394088669950712,0.010538246144273011,-0.12408018180717928,0.6206896551724137,-0.04184995838782546,-0.5431034482758612,0.04802955665024633,0.0
